test of model performance
vendredi 13 juillet 2012, 16:47:11 (UTC+0200)
ioalone;1;1342190831;1342190833;2
ioalone;10;1342190833;1342190854;21
ioalone;100;1342190854;1342191062;208
iogroup;1;1342191062;1342191063;1
iogroup;10;1342191063;1342191078;15
iogroup;100;1342191078;1342191227;149
ref;1;1342191227;1342191229;2
ref;10;1342191229;1342191250;21
ref;100;1342191250;1342191425;175
